Name,Team,xERA,FIP,xFIP
Hernan Perez,MIL,5.37,7.66,6.73
Zach Neal,LAD,5.48,16.16,8.12
Jalen Beeks,- - -,4.54,4.64,4.67
Jesus Reyes,CIN,6.08,6.34,5.21
Jimmy Yacabonis,BAL,4.83,5.84,5.22
Duane Underwood Jr.,CHC,7.54,7.16,5.56
Nick Burdi,PIT,12.43,14.41,8.38
Kazuhisa Makita,SDP,3.34,4.85,4.04
Jedd Gyorko,STL,12.35,19.16,9.46
Jesmuel Valentin,PHI,17.72,20.16,8.81
Taylor Motter,SEA,25.29,20.16,10.46
Danny Barnes,TOR,4.06,4.89,5.53
Hector Santiago,CHW,4.66,5.09,5.38
Brandon Mann,TEX,8.33,6.16,7.77
Andrew Romine,SEA,8.75,10.49,11.12
Vidal Nuno,TBR,2.53,4.46,4.85
Joe Ross,WSN,4.76,5.85,5.79
Chase Whitley,ATL,10.31,17.16,9.12
Allen Webster,CHC,6.24,8.49,6.36
Pierce Johnson,SFG,4.15,4.51,5.07
Dean Kiekhefer,OAK,4.33,10.16,5.31
Alexi Ogando,CLE,13.2,10.16,11.81
Ross Detwiler,SEA,6.32,5.66,4.32
Robert Stephenson,CIN,6.86,6.59,6.63
Ranger Suarez,PHI,5.02,5.49,4.66
Roman Quinn,PHI,9.3,16.36,11.53
Daniel Hudson,LAD,3.47,4.38,4.33
Luke Gregerson,STL,3.6,4.74,3.73
P.J. Conlon,NYM,6.36,6.03,5.44
Jon Edwards,CLE,4.73,5.24,3.95
Luis Santos,TOR,5.16,5.01,4.31
Daniel Descalso,ARI,6.04,10.66,7.82
Cody Allen,CLE,3.57,4.56,4.55
Drew Gagnon,NYM,6.48,5.74,5.37
Chris Devenski,HOU,3.17,4.49,4.01
Ryan Sherriff,STL,4.36,5.98,5.15
Zac Curtis,- - -,5.02,5.43,6.35
Jerry Blevins,NYM,4.15,4.97,5.77
Yacksel Rios,PHI,3.76,4.74,4.05
Matt Bush,TEX,4.57,5.29,5.25
Francisco Arcia,LAA,11.09,11.83,6.46
Danny Farquhar,CHW,2,5.79,2.98
Aaron Slegers,MIN,7.59,5.8,5.48
Justus Sheffield,NYY,8.75,11.41,8.39
Fernando Salas,ARI,3.76,4.34,4.61
Merandy Gonzalez,MIA,6.04,4.89,4.48
Williams Jerez,LAA,7.73,5.36,4.3
Jeff Samardzija,SFG,5.59,5.44,6.18
Trevor Hildenberger,MIN,3.76,4.53,3.8
Chris Rusin,COL,3.76,4.64,4.25
Aaron Wilkerson,MIL,4.99,8.05,4.84
Willians Astudillo,MIN,88.97,29.16,9.77
Wes Parsons,ATL,8.07,6.36,5.74
Dan Altavilla,SEA,4.09,4.66,5.08
Wily Peralta,KCR,4.63,4.73,4.66
Derek Law,SFG,3.57,5.34,5.62
Edward Paredes,LAD,3.7,5.64,5.69
Hansel Robles,- - -,4.24,4.59,4.36
Matt Bowman,STL,4.48,4.73,3.83
Sean Gilmartin,BAL,5.59,5.42,5.39
Sandy Baez,DET,5.85,5.88,6.26
Austin Adams,WSN,10.63,12.16,13.81
Tanner Anderson,PIT,5.26,5.63,5.07
Hunter Strickland,SFG,4.92,4.42,4.99
Tayron Guerrero,MIA,4.39,4.32,4.03
Cionel Perez,HOU,4.21,6.34,4.06
Jose Reyes,NYM,29.43,38.16,20.42
Clay Holmes,PIT,5.19,5.4,5.54
AJ Ramos,NYM,4.21,5.19,5.4
Carlos Torres,WSN,5.02,6.57,3.91
Brett Graves,MIA,5.02,4.51,4.83
Christian Bergman,SEA,9.59,6.52,5.16
Justin Haley,BOS,4.7,7.73,7.14
Emilio Pagan,OAK,3.55,4.92,4.75
Dillon Peters,MIA,5.96,5.55,5.34
Justin Shafer,TOR,7.59,7.12,7.54
Tyler Lyons,STL,6.04,5.02,4.76
Stephen Gonsalves,MIN,7.97,5.72,6.27
Kyle McGrath,SDP,13.28,9.91,5.89
Tyler Webb,- - -,5.37,5.08,5.44
Chris Gimenez,- - -,18.94,22.16,7.62
D.J. Snelten,SFG,9.02,9.39,4.92
Jhan Marinez,BAL,8.69,7.41,7.64
Dillon Maples,CHC,6.78,8.6,4.96
Chris Rowley,TOR,13.04,27.16,10.14
Bobby Wahl,NYM,6,7.66,5.57
Mike Dunn,COL,6.56,5.69,6.87
Ryan Cook,SEA,4.09,5.28,3.48
Jeff Mathis,ARI,34.39,14.16,4.46
Zac Reininger,DET,6.2,5.79,4.83
Sammy Solis,WSN,4.73,4.92,4.11
William Cuevas,BOS,6,5.75,4.91
Jose Valdez,SFG,10.95,9.96,4.14
Ian Hamilton,CHW,3.95,6.29,4.69
Tyler Cloyd,MIA,5.7,5.76,6.08
David Hale,- - -,4.66,6.16,5.48
Chris O'Grady,MIA,9.88,6.3,5.19
Jim Johnson,LAA,3.95,4.68,4.32
John Lamb,LAA,6.4,7.36,4.64
Akeel Morris,LAA,6.28,6.66,6
Kyle Wright,ATL,5.73,8.83,6.42
Eric Stout,KCR,15.15,15.16,5.43
Jimmy Cordero,WSN,4.7,5.48,5.67
Luke Farrell,CHC,4.76,5.2,4.41
Matt Belisle,- - -,5.02,5.2,4.76
Daniel Gossett,OAK,5.37,5.96,5.46
Chance Adams,NYY,9.76,8.77,6.05
Jeff Brigham,MIA,6.44,6.04,7.38
Danny Coulombe,OAK,3.32,5.1,3.54
Zack Littell,MIN,5.81,5.92,5.87
Tyler Bashlor,NYM,3.98,5.44,5.59
Neil Ramirez,CLE,4.51,5.03,4.21
Jackson Stephens,CIN,5.51,5.22,4.57
Josh Osich,SFG,6.95,5.91,5.26
Miguel Castro,BAL,5.19,5.11,5.38
Jaime Schultz,TBR,3.65,5.4,5.01
Buddy Baumann,- - -,11.63,10.96,10.53
J.J. Hoover,MIL,14.01,17.41,10.14
Ryan Meisinger,BAL,8.17,6.3,4.56
Luke Bard,LAA,6.99,7.45,5.25
Addison Reed,MIN,4.79,5.11,5.03
Josh Smoker,- - -,9.3,8.48,8.09
Nestor Cortes,BAL,8.91,10.02,6.92
Jake McGee,COL,4.83,4.91,4.41
Tyler Duffey,MIN,6.36,5.36,4.29
Randy Rosario,CHC,4.76,4.68,4.6
Shelby Miller,ARI,8.75,6.35,3.94
Lucas Sims,- - -,5.19,6.48,5.99
Kolby Allard,ATL,15.15,9.16,7.38
Gerson Bautista,NYM,15.15,11.24,8.29
Marc Rzepczynski,- - -,6.32,6.45,4.89
Thyago Vieira,CHW,7.78,6.44,5.93
Boone Logan,MIL,6.08,7.29,6.11
Kevin Quackenbush,CIN,10.12,7.94,5.81
Ryan Burr,CHW,10.63,8.13,5.8
Jacob Turner,- - -,9.13,8.86,8.68
Steven Brault,PIT,4.89,4.92,5.01
Nick Kingham,PIT,4.96,5.65,4.63
Brock Stewart,LAD,5.37,6.39,5.31
Randall Delgado,ARI,3.98,7.31,7.22
Miguel Gonzalez,CHW,9.19,8.03,6.22
Matt Magill,MIN,5.77,5.08,4.66
Corey Oswalt,NYM,4.79,5.7,4.85
Chris Flexen,NYM,10.19,9.63,8.4
Enrique Hernandez,LAD,74,60.16,31.07
Chris Volstad,CHW,5.3,5.36,4.46
Dan Otero,CLE,4.01,4.76,3.17
Eduardo Paredes,LAA,7.4,6.38,5.18
Walker Lockett,SDP,6.56,7.03,5.1
Ben Meyer,MIA,6.95,6.42,6.97
Trevor Gott,WSN,6.2,6.21,4.87
Adam Plutko,CLE,4.86,6.1,5.46
Brett Kennedy,SDP,5.81,6.31,5.37
Wilmer Font,- - -,4.45,6.23,4.9
Jason Adam,KCR,5.23,6.16,5.05
Keury Mella,CIN,10.63,9.91,6.11
Jacob Rhame,NYM,3.62,5.48,5.12
Tim Collins,WSN,4.42,5.76,4.94
Jeff Beliveau,CLE,13.28,11.73,8.64
Brandon Finnegan,CIN,6.48,7.13,6.22
Jake Newberry,KCR,7.31,6.46,5.77
Tyler Thornburg,BOS,5.55,6.04,4.85
Chasen Bradford,SEA,5.3,4.99,4.75
Bryan Shaw,COL,5.41,4.92,4.35
Johnny Barbato,DET,7.17,11.11,9.22
JC Ramirez,LAA,9.41,10.96,7.09
Tyler Danish,CHW,7.17,8.06,6.3
Brad Ziegler,- - -,3.7,4.31,3.58
Kendall Graveman,OAK,6.91,6.22,4.4
Harrison Musgrave,COL,4.48,5.31,5.23
Drew Pomeranz,BOS,6.08,5.43,5.31
Jacob Nix,SDP,8.02,5.83,5.6
Andrew Kittredge,TBR,5.66,5.38,4.43
Nick Rumbelow,SEA,3.98,6.95,5.16
Enny Romero,- - -,7.31,8.46,6.23
Brad Boxberger,ARI,3.76,4.55,3.87
Nick Goody,CLE,7.59,7.1,5.48
Jefry Rodriguez,WSN,4.99,5.97,5.91
Austen Williams,WSN,9.07,10.09,6.1
Anthony Swarzak,NYM,5.02,5.48,4.33
Chris Tillman,BAL,9.24,7.25,6.43
Hoby Milner,- - -,5.7,8.75,6.14
Robby Scott,BOS,5.09,9.16,8.98
Parker Bridwell,LAA,9.36,12.91,6.38
Peter Moylan,ATL,5.02,5.49,4.7
Chris Hatcher,OAK,4.66,5.5,4.72
Preston Guilmet,- - -,13.04,10.56,5.9
Ryan Carpenter,DET,8.12,7.41,4.68
Chasen Shreve,- - -,4.63,5.12,4.25
Cody Carroll,BAL,7.88,8.16,6
Tyler Chatwood,CHC,5.92,5.6,5.76
Tim Peterson,NYM,3.92,5.76,4.63
George Kontos,- - -,5.41,5.6,4.9
Yimi Garcia,LAD,6.16,6.34,4.71
Austin Brice,CIN,4.51,5.87,4.24
Evan Phillips,- - -,5.41,10.19,7.45
Junichi Tazawa,- - -,6.04,6.13,5.29
Elieser Hernandez,MIA,4.79,5.29,5.76
Ervin Santana,MIN,8.33,7.94,6.68
Carson Fulmer,CHW,8.33,7.27,6.56
Justin Grimm,- - -,5.19,6.56,6.89
Chris Beck,- - -,5.55,6.84,5.77
Bryan Mitchell,SDP,5.73,6.11,5.53
Tanner Rainey,CIN,9.82,13.73,9.14
Burch Smith,KCR,5.33,5.38,4.85
Drew Hutchison,- - -,6.04,6.42,5.73
Warwick Saupold,DET,6.91,5.81,5.32
Mark Leiter,- - -,5.92,6.98,5.06
Phil Hughes,- - -,9.02,6.59,4.79
Pedro Araujo,BAL,4.51,7.41,5.59
Dovydas Neverauskas,PIT,6.4,6.72,4.34
A.J. Cole,- - -,4.6,6.12,4.31
Kevin Jepsen,TEX,6.28,7.48,6.05
Joe Biagini,TOR,5.48,5.47,4.71
Erasmo Ramirez,SEA,6.91,6.69,4.91
Kyle Barraclough,MIA,3.68,4.98,4.56
Brett Cecil,STL,6.44,6.28,6.47
Deck McGuire,- - -,6.82,6.95,5.74
Brandon Maurer,KCR,6.04,6.58,5.73
Eddie Butler,- - -,4.92,6.14,5.02
Alan Busenitz,MIN,6.24,7.11,5.42
Matt Koch,ARI,7.4,5.83,4.75
Blaine Boyer,KCR,7.22,8.33,5.81
Brian Duensing,CHC,5.23,6.35,6.16
Matt Albers,MIL,4.86,6.31,4.2
Jarlin Garcia,MIA,6.28,6.37,5.17
Josh Tomlin,CLE,6.24,7.16,5.28
